local_file	thread_page	forum_image_url	original_data_url
newbies-v65-sabre-163.jpg	page-4	https://proxy.imagearchive.com/0cd/0cd9fd9cb1eb658a4eeca1026887fda3.jpg	http://i.imgur.com/wXYFlEd.jpg
newbies-v65-sabre-164.jpg	page-4	https://proxy.imagearchive.com/026/026555e4899b37ab2bc25e2727b1dc17.jpg	http://i.imgur.com/b9kRy6P.jpg
newbies-v65-sabre-165.jpg	page-4	https://proxy.imagearchive.com/f5c/f5cd90b39bfbe293ed1019589f38a0d3.jpg	http://i.imgur.com/vseiBSM.jpg
newbies-v65-sabre-166.jpg	page-4	https://proxy.imagearchive.com/e69/e69bd1bf20b9664300cf15a8c3f1e62b.jpg	http://i.imgur.com/mxM6gfN.jpg
newbies-v65-sabre-167.jpg	page-4	https://proxy.imagearchive.com/c2b/c2b8ccfba7ae7f9b14aebbd592690fb0.jpg	http://i.imgur.com/0OxRLtj.jpg
newbies-v65-sabre-168.jpg	page-4	https://proxy.imagearchive.com/26b/26bd1d399d8db7fa9ccea699512d5def.jpg	http://i.imgur.com/C5QTaCK.jpg
newbies-v65-sabre-169.jpg	page-4	https://proxy.imagearchive.com/9ad/9ad0deb6313cb1777bb59d9f2bdaef7a.jpg	http://i.imgur.com/q4GQGSP.jpg
newbies-v65-sabre-170.jpg	page-4	https://proxy.imagearchive.com/0ff/0ff20964b2082af690b83d9d9808df58.jpg	http://i.imgur.com/XJXwWY2.jpg
newbies-v65-sabre-171.jpg	page-4	https://cdn.v4musclebike.com/attachments/27/27840-e79ee72c156ae6e59e0c763059dc6e0d.jpg?hash=JMSzCGRs2L	
newbies-v65-sabre-172.jpg	page-4	https://cdn.v4musclebike.com/attachments/27/27841-864481c3ae1ce9d19b3eaaba945f4ac7.jpg?hash=mqtkjWCkpA	
newbies-v65-sabre-173.jpg	page-4	https://cdn.v4musclebike.com/attachments/27/27842-54727d203bdc0f760acb0c462a3fa82b.jpg?hash=c1VeRdsCIZ	
newbies-v65-sabre-174.jpg	page-4	https://cdn.v4musclebike.com/attachments/27/27843-2b6d3059420b1fb944a125d57823dd05.jpg?hash=zRv2IuRF3X	
newbies-v65-sabre-175.jpg	page-5	https://proxy.imagearchive.com/bea/bea578da830a830fccd6cf82c49a7d00.jpg	http://i.imgur.com/NRqLpfR.jpg
newbies-v65-sabre-176.jpg	page-5	https://proxy.imagearchive.com/724/724a46282e7e7e8675952920f8e84cd0.jpg	http://i.imgur.com/fGblpvs.jpg
newbies-v65-sabre-177.jpg	page-5	https://proxy.imagearchive.com/44d/44df67c32cd2b9be01a1fdfb01bb0f87.jpg	http://i.imgur.com/GWUoKgT.jpg
newbies-v65-sabre-178.jpg	page-5	https://proxy.imagearchive.com/18c/18c0b2531f3ffd4c174159b2723146ed.jpg	http://i.imgur.com/kRU2Cxz.jpg
newbies-v65-sabre-179.jpg	page-5	https://proxy.imagearchive.com/c52/c529094e9b3e5c97bfdad38bb7521081.jpg	http://i.imgur.com/gtUAaoB.jpg
newbies-v65-sabre-180.jpg	page-5	https://proxy.imagearchive.com/00e/00e88cd04dd21479ec6db5acc711b96e.jpg	http://i.imgur.com/0khuULo.jpg
newbies-v65-sabre-181.jpg	page-5	https://proxy.imagearchive.com/3e3/3e3a5cbeabd718b79fe762367162ca15.jpg	http://i.imgur.com/7uRGw16.jpg
newbies-v65-sabre-182.jpg	page-5	https://proxy.imagearchive.com/60f/60fe78e6366d3e80941aa4143bd4f905.jpg	http://i.imgur.com/oXlXinY.jpg
newbies-v65-sabre-183.jpg	page-5	https://proxy.imagearchive.com/cb2/cb2f2656cf72e93082ef2e819a286331.jpg	http://i.imgur.com/J3WeMk5.jpg
newbies-v65-sabre-184.jpg	page-5	https://proxy.imagearchive.com/988/988aa57211dde7a73b7b7d44fabbe8aa.jpg	http://i.imgur.com/vbnSTfj.jpg
newbies-v65-sabre-185.jpg	page-5	https://proxy.imagearchive.com/734/734fac98e16c3e631a66a081d5e5a585.jpg	http://i.imgur.com/sMmrtTl.jpg
newbies-v65-sabre-186.jpg	page-5	https://proxy.imagearchive.com/ead/ead1b28f1886e984aa60eb078caadb15.jpg	http://i.imgur.com/DAIpxUy.jpg
newbies-v65-sabre-187.jpg	page-5	https://proxy.imagearchive.com/1a2/1a20b7dcffb8bbb73ed8484d128c035b.jpg	http://i.imgur.com/z7lpwT6.jpg
newbies-v65-sabre-188.jpg	page-5	https://proxy.imagearchive.com/2ac/2ac222665dfde03e578a75175d60f243.jpg	http://i.imgur.com/qCMmJet.jpg
